,Julian_Date,0.00,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed
45994,2457947.23303,13.38,2017,7,12,17,35,33.6264,1100133.6264
45995,2457947.23305,13.44,2017,7,12,17,35,35.9412,1100135.9412
45996,2457947.23308,13.31,2017,7,12,17,35,38.2344,1100138.2344
45997,2457947.23311,12.29,2017,7,12,17,35,40.5564,1100140.5564
46008,2457947.2333,13.55,2017,7,12,17,35,57.2136,1100157.2136
46009,2457947.23333,13.4,2017,7,12,17,35,59.514,1100159.514
46020,2457947.23352,13.03,2017,7,12,17,36,16.29,1100176.29
46021,2457947.23355,13.48,2017,7,12,17,36,18.5904,1100178.5904
46022,2457947.23358,13.02,2017,7,12,17,36,20.9124,1100180.9124
46023,2457947.2336,13.19,2017,7,12,17,36,23.2164,1100183.2164
46024,2457947.23363,13.47,2017,7,12,17,36,25.5672,1100185.5672
46025,2457947.23366,13.54,2017,7,12,17,36,27.8856,1100187.8856
46026,2457947.23368,13.19,2017,7,12,17,36,30.2076,1100190.2076
46027,2457947.23371,13.31,2017,7,12,17,36,32.508,1100192.508
46028,2457947.23374,13.75,2017,7,12,17,36,34.8264,1100194.8264
46029,2457947.23376,12.52,2017,7,12,17,36,37.1232,1100197.1232
46032,2457947.23383,12.37,2017,7,12,17,36,43.092,1100203.092
46033,2457947.23386,13.3,2017,7,12,17,36,45.4212,1100205.4212
46034,2457947.23389,13.43,2017,7,12,17,36,47.718,1100207.718
46035,2457947.23391,13.17,2017,7,12,17,36,50.0508,1100210.0508
46046,2457947.2341,13.18,2017,7,12,17,37,6.6324,1100226.6324
46047,2457947.23413,14.05,2017,7,12,17,37,8.958,1100228.958
46058,2457947.23432,13.57,2017,7,12,17,37,25.5648,1100245.5648
46059,2457947.23435,14.04,2017,7,12,17,37,27.984,1100247.984
46060,2457947.23438,12.26,2017,7,12,17,37,30.3744,1100250.3744
46061,2457947.23441,13.35,2017,7,12,17,37,32.6964,1100252.6964
46062,2457947.23443,13.19,2017,7,12,17,37,34.9932,1100254.9932
46063,2457947.23446,12.8,2017,7,12,17,37,37.3332,1100257.3332
46064,2457947.23449,13.35,2017,7,12,17,37,39.6336,1100259.6336
46065,2457947.23451,12.9,2017,7,12,17,37,41.952,1100261.952
46066,2457947.23454,12.47,2017,7,12,17,37,44.2488,1100264.2488
46067,2457947.23457,13.28,2017,7,12,17,37,46.5672,1100266.5672
46070,2457947.23464,13.07,2017,7,12,17,37,52.5504,1100272.5504
46071,2457947.23466,13.57,2017,7,12,17,37,54.8472,1100274.8472
46082,2457947.23485,13.28,2017,7,12,17,38,11.4576,1100291.4576
46083,2457947.23488,14.32,2017,7,12,17,38,13.758,1100293.758
46084,2457947.23491,13.9,2017,7,12,17,38,16.0872,1100296.0872
46085,2457947.23494,13.95,2017,7,12,17,38,18.384,1100298.384
46086,2457947.23496,13.18,2017,7,12,17,38,20.7096,1100300.7096
46097,2457947.23515,13.02,2017,7,12,17,38,37.284,1100317.284
46098,2457947.23518,13.34,2017,7,12,17,38,39.6024,1100319.6024
46099,2457947.23521,13.42,2017,7,12,17,38,41.9028,1100321.9028
46100,2457947.23523,13.72,2017,7,12,17,38,44.2212,1100324.2212
46101,2457947.23526,12.98,2017,7,12,17,38,46.5288,1100326.5288
46102,2457947.23529,12.92,2017,7,12,17,38,48.8688,1100328.8688
46103,2457947.23531,13.34,2017,7,12,17,38,51.162,1100331.162
46104,2457947.23534,13.66,2017,7,12,17,38,53.4768,1100333.4768
46105,2457947.23537,13.56,2017,7,12,17,38,55.7736,1100335.7736
46116,2457947.23556,13.32,2017,7,12,17,39,12.366,1100352.366
46117,2457947.23559,13.56,2017,7,12,17,39,14.706,1100354.706
46118,2457947.23561,13.26,2017,7,12,17,39,17.01,1100357.01
46119,2457947.23564,12.97,2017,7,12,17,39,19.3428,1100359.3428
46120,2457947.23567,13.15,2017,7,12,17,39,21.6396,1100361.6396
46131,2457947.23586,13.78,2017,7,12,17,39,38.25,1100378.25
46132,2457947.23589,13.06,2017,7,12,17,39,40.6512,1100380.6512
46133,2457947.23592,13.56,2017,7,12,17,39,43.0704,1100383.0704
46134,2457947.23594,13.43,2017,7,12,17,39,45.3672,1100385.3672
46135,2457947.23597,13.53,2017,7,12,17,39,47.6928,1100387.6928
46136,2457947.236,13.13,2017,7,12,17,39,50.0112,1100390.0112
46137,2457947.23602,12.79,2017,7,12,17,39,52.5168,1100392.5168
46138,2457947.23605,13.45,2017,7,12,17,39,54.8136,1100394.8136
46139,2457947.23608,13.05,2017,7,12,17,39,57.132,1100397.132
46150,2457947.23627,14.44,2017,7,12,17,40,13.6992,1100413.6992
46151,2457947.2363,13.39,2017,7,12,17,40,16.0176,1100416.0176
46152,2457947.23632,13.47,2017,7,12,17,40,18.3324,1100418.3324
46153,2457947.23635,12.83,2017,7,12,17,40,20.658,1100420.658
46154,2457947.23638,13.3,2017,7,12,17,40,22.9476,1100422.9476
46165,2457947.23657,13.69,2017,7,12,17,40,39.5796,1100439.5796
46166,2457947.2366,13.61,2017,7,12,17,40,41.916,1100441.916
46167,2457947.23662,13.76,2017,7,12,17,40,44.2308,1100444.2308
46168,2457947.23665,13.16,2017,7,12,17,40,46.5672,1100446.5672
46169,2457947.23668,13.6,2017,7,12,17,40,48.8676,1100448.8676
46170,2457947.2367,13.22,2017,7,12,17,40,51.2004,1100451.2004
46171,2457947.23673,13.43,2017,7,12,17,40,53.5044,1100453.5044
46172,2457947.23676,13.85,2017,7,12,17,40,55.8372,1100455.8372
46183,2457947.23695,13.95,2017,7,12,17,41,12.4656,1100472.4656
46184,2457947.23698,13.71,2017,7,12,17,41,14.7984,1100474.7984
46185,2457947.237,14.18,2017,7,12,17,41,17.0988,1100477.0988
46186,2457947.23703,13.94,2017,7,12,17,41,19.428,1100479.428
46187,2457947.23706,13.36,2017,7,12,17,41,21.7248,1100481.7248
46188,2457947.23708,13.46,2017,7,12,17,41,24.054,1100484.054
46199,2457947.23728,13.1,2017,7,12,17,41,40.6068,1100500.6068
46201,2457947.23733,12.95,2017,7,12,17,41,45.3444,1100505.3444
46202,2457947.23736,11.6,2017,7,12,17,41,47.6412,1100507.6412
46203,2457947.23738,12.98,2017,7,12,17,41,49.9164,1100509.9164
46204,2457947.23741,14.12,2017,7,12,17,41,52.206,1100512.206
46205,2457947.23744,13.5,2017,7,12,17,41,54.5316,1100514.5316
46206,2457947.23746,13.03,2017,7,12,17,41,56.8284,1100516.8284
46207,2457947.23749,13.71,2017,7,12,17,41,59.172,1100519.172
46218,2457947.23768,12.92,2017,7,12,17,42,15.7536,1100535.7536
46219,2457947.23771,13.26,2017,7,12,17,42,18.0252,1100538.0252
46230,2457947.2379,14.21,2017,7,12,17,42,34.632,1100554.632
46231,2457947.23793,15.07,2017,7,12,17,42,36.9648,1100556.9648
46232,2457947.23795,14.43,2017,7,12,17,42,39.2688,1100559.2688
46233,2457947.23798,13.98,2017,7,12,17,42,41.6016,1100561.6016
46234,2457947.23801,12.55,2017,7,12,17,42,43.9236,1100563.9236
46235,2457947.23804,12.54,2017,7,12,17,42,46.2564,1100566.2564
46236,2457947.23806,13.35,2017,7,12,17,42,48.5532,1100568.5532
46237,2457947.23809,13.97,2017,7,12,17,42,50.8536,1100570.8536
46238,2457947.23812,14.14,2017,7,12,17,42,53.172,1100573.172
46239,2457947.23814,12.98,2017,7,12,17,42,55.4652,1100575.4652
46242,2457947.23821,14.09,2017,7,12,17,43,1.40879999999,1100581.4088
46243,2457947.23824,13.92,2017,7,12,17,43,3.738,1100583.738
46244,2457947.23826,13.43,2017,7,12,17,43,6.04200000001,1100586.042
46255,2457947.23846,13.74,2017,7,12,17,43,22.6524,1100602.6524
46256,2457947.23848,13.48,2017,7,12,17,43,24.9528,1100604.9528
46257,2457947.23851,13.32,2017,7,12,17,43,27.2856,1100607.2856
46258,2457947.23854,12.79,2017,7,12,17,43,29.586,1100609.586
46259,2457947.23856,13.25,2017,7,12,17,43,31.908,1100611.908
46260,2457947.23859,13.72,2017,7,12,17,43,34.2372,1100614.2372
46271,2457947.23878,13.81,2017,7,12,17,43,50.8548,1100630.8548
46272,2457947.23881,13.52,2017,7,12,17,43,53.1588,1100633.1588
46273,2457947.23884,12.09,2017,7,12,17,43,55.4772,1100635.4772
46274,2457947.23886,13.57,2017,7,12,17,43,57.774,1100637.774
46275,2457947.23889,13.75,2017,7,12,17,44,0.096000000004,1100640.096
46286,2457947.23908,13.96,2017,7,12,17,44,16.7064,1100656.7064
46287,2457947.23911,13.3,2017,7,12,17,44,19.0212,1100659.0212
46288,2457947.23914,13.38,2017,7,12,17,44,21.3108,1100661.3108
46289,2457947.23916,13.39,2017,7,12,17,44,23.6256,1100663.6256
46290,2457947.23919,13.26,2017,7,12,17,44,25.9224,1100665.9224
46291,2457947.23922,13.44,2017,7,12,17,44,28.2336,1100668.2336
46292,2457947.23924,12.83,2017,7,12,17,44,30.57,1100670.57
46293,2457947.23927,13.77,2017,7,12,17,44,32.8848,1100672.8848
46294,2457947.2393,13.41,2017,7,12,17,44,35.2212,1100675.2212
46295,2457947.23932,13.82,2017,7,12,17,44,37.5324,1100677.5324
46298,2457947.23939,13.85,2017,7,12,17,44,43.5192,1100683.5192
46299,2457947.23942,13.37,2017,7,12,17,44,45.816,1100685.816
46310,2457947.23961,13.85,2017,7,12,17,45,2.4264,1100702.4264
46321,2457947.2398,13.73,2017,7,12,17,45,19.008,1100719.008
46322,2457947.23983,13.08,2017,7,12,17,45,21.3228,1100721.3228
46323,2457947.23986,13.78,2017,7,12,17,45,23.6736,1100723.6736
46324,2457947.23988,13.69,2017,7,12,17,45,25.9884,1100725.9884
46325,2457947.23991,14.27,2017,7,12,17,45,28.3248,1100728.3248
46326,2457947.23994,13.5,2017,7,12,17,45,30.6252,1100730.6252
46327,2457947.23996,13.33,2017,7,12,17,45,32.9616,1100732.9616
46328,2457947.23999,13.02,2017,7,12,17,45,35.2656,1100735.2656
46329,2457947.24002,12.42,2017,7,12,17,45,37.5948,1100737.5948
46330,2457947.24005,13.59,2017,7,12,17,45,39.8952,1100739.8952
46333,2457947.24011,12.7,2017,7,12,17,45,45.8784,1100745.8784
46334,2457947.24014,13.5,2017,7,12,17,45,48.1788,1100748.1788
46335,2457947.24017,13.06,2017,7,12,17,45,50.5188,1100750.5188
46336,2457947.24019,13.38,2017,7,12,17,45,52.8156,1100752.8156
46337,2457947.24022,12.75,2017,7,12,17,45,55.1592,1100755.1592
46348,2457947.24041,14.0,2017,7,12,17,46,11.73,1100771.73
46359,2457947.24061,14.44,2017,7,12,17,46,28.3296,1100788.3296
46360,2457947.24063,13.89,2017,7,12,17,46,30.6624,1100790.6624
46361,2457947.24066,14.08,2017,7,12,17,46,32.9628,1100792.9628
46362,2457947.24069,13.92,2017,7,12,17,46,35.292,1100795.292
46363,2457947.24071,13.86,2017,7,12,17,46,37.6176,1100797.6176
46364,2457947.24074,14.57,2017,7,12,17,46,39.9432,1100799.9432
46365,2457947.24077,13.52,2017,7,12,17,46,42.24,1100802.24
46366,2457947.24079,14.0,2017,7,12,17,46,44.5728,1100804.5728
46367,2457947.24082,12.86,2017,7,12,17,46,46.8732,1100806.8732
46368,2457947.24085,13.66,2017,7,12,17,46,49.2024,1100809.2024
46371,2457947.24092,14.48,2017,7,12,17,46,55.164,1100815.164
46372,2457947.24094,13.82,2017,7,12,17,46,57.4788,1100817.4788
46383,2457947.24113,14.28,2017,7,12,17,47,14.0604,1100834.0604
46384,2457947.24116,14.66,2017,7,12,17,47,16.3572,1100836.3572
46385,2457947.24119,14.64,2017,7,12,17,47,18.6936,1100838.6936
46386,2457947.24122,14.25,2017,7,12,17,47,20.9904,1100840.9904
46387,2457947.24124,13.55,2017,7,12,17,47,23.3232,1100843.3232
46388,2457947.24127,13.71,2017,7,12,17,47,25.656,1100845.656
46399,2457947.24146,14.34,2017,7,12,17,47,42.27,1100862.27
46400,2457947.24149,14.51,2017,7,12,17,47,44.6712,1100864.6712
46401,2457947.24152,14.01,2017,7,12,17,47,47.094,1100867.094
46402,2457947.24154,14.51,2017,7,12,17,47,49.3944,1100869.3944
46403,2457947.24157,14.07,2017,7,12,17,47,51.7272,1100871.7272
46404,2457947.2416,13.73,2017,7,12,17,47,54.0276,1100874.0276
46405,2457947.24162,14.12,2017,7,12,17,47,56.364,1100876.364
46416,2457947.24182,14.6,2017,7,12,17,48,12.9708,1100892.9708
46417,2457947.24184,14.1,2017,7,12,17,48,15.2964,1100895.2964
46418,2457947.24187,13.75,2017,7,12,17,48,17.5932,1100897.5932
46419,2457947.2419,13.79,2017,7,12,17,48,19.9188,1100899.9188
46420,2457947.24192,13.89,2017,7,12,17,48,22.2192,1100902.2192
46421,2457947.24195,13.67,2017,7,12,17,48,24.642,1100904.642
46422,2457947.24198,14.4,2017,7,12,17,48,27.0396,1100907.0396
46423,2457947.24201,13.58,2017,7,12,17,48,29.358,1100909.358
46434,2457947.2422,14.32,2017,7,12,17,48,46.3608,1100926.3608
46435,2457947.24223,13.7,2017,7,12,17,48,48.6756,1100928.6756
46446,2457947.24242,14.02,2017,7,12,17,49,5.2536,1100945.2536
46447,2457947.24245,13.9,2017,7,12,17,49,7.56479999999,1100947.5648
46448,2457947.24248,13.68,2017,7,12,17,49,9.8616,1100949.8616
46449,2457947.2425,13.72,2017,7,12,17,49,12.1764,1100952.1764
46450,2457947.24253,14.02,2017,7,12,17,49,14.4696,1100954.4696
46451,2457947.24256,14.16,2017,7,12,17,49,16.7844,1100956.7844
46452,2457947.24258,13.83,2017,7,12,17,49,19.0776,1100959.0776
46453,2457947.24261,13.99,2017,7,12,17,49,21.3924,1100961.3924
46454,2457947.24264,14.56,2017,7,12,17,49,23.6856,1100963.6856
46455,2457947.24266,13.97,2017,7,12,17,49,26.0004,1100966.0004
46458,2457947.24273,14.49,2017,7,12,17,49,31.9584,1100971.9584
46459,2457947.24276,14.58,2017,7,12,17,49,34.2624,1100974.2624
46460,2457947.24278,15.2,2017,7,12,17,49,36.588,1100976.588
46461,2457947.24281,14.58,2017,7,12,17,49,38.8812,1100978.8812
46472,2457947.243,14.99,2017,7,12,17,49,55.5312,1100995.5312
46483,2457947.2432,14.5,2017,7,12,17,50,12.0948,1101012.0948
46484,2457947.24322,13.58,2017,7,12,17,50,14.4132,1101014.4132
46485,2457947.24325,14.83,2017,7,12,17,50,16.7028,1101016.7028
46486,2457947.24328,12.19,2017,7,12,17,50,19.0032,1101019.0032
46487,2457947.2433,14.28,2017,7,12,17,50,21.3252,1101021.3252
46488,2457947.24333,14.37,2017,7,12,17,50,23.622,1101023.622
46489,2457947.24336,13.31,2017,7,12,17,50,25.9152,1101025.9152
46490,2457947.24338,13.94,2017,7,12,17,50,28.2336,1101028.2336
46491,2457947.24341,13.99,2017,7,12,17,50,30.534,1101030.534
46492,2457947.24344,11.61,2017,7,12,17,50,32.8596,1101032.8596
46495,2457947.24351,13.52,2017,7,12,17,50,38.9184,1101038.9184
46496,2457947.24353,14.31,2017,7,12,17,50,41.3052,1101041.3052
46507,2457947.24373,14.55,2017,7,12,17,50,57.894,1101057.894
46508,2457947.24375,13.65,2017,7,12,17,51,0.190799999997,1101060.1908
46509,2457947.24378,13.89,2017,7,12,17,51,2.5236,1101062.5236
46510,2457947.24381,12.83,2017,7,12,17,51,4.8132,1101064.8132
46521,2457947.244,13.7,2017,7,12,17,51,21.4272,1101081.4272
46522,2457947.24402,13.85,2017,7,12,17,51,23.724,1101083.724
46523,2457947.24405,13.45,2017,7,12,17,51,26.0496,1101086.0496
46524,2457947.24408,13.44,2017,7,12,17,51,28.3464,1101088.3464
46525,2457947.2441,14.09,2017,7,12,17,51,30.6648,1101090.6648
46526,2457947.24413,14.05,2017,7,12,17,51,32.9652,1101092.9652
46527,2457947.24416,14.18,2017,7,12,17,51,35.2836,1101095.2836
46528,2457947.24418,13.7,2017,7,12,17,51,37.5768,1101097.5768
46529,2457947.24421,13.42,2017,7,12,17,51,39.8952,1101099.8952
46530,2457947.24424,14.3,2017,7,12,17,51,42.192,1101102.192
46541,2457947.24443,13.96,2017,7,12,17,51,58.8024,1101118.8024
46552,2457947.24462,13.82,2017,7,12,17,52,15.4344,1101135.4344
46553,2457947.24465,13.84,2017,7,12,17,52,17.7348,1101137.7348
46554,2457947.24468,14.5,2017,7,12,17,52,20.0676,1101140.0676
46555,2457947.2447,13.93,2017,7,12,17,52,22.3644,1101142.3644
46556,2457947.24473,13.51,2017,7,12,17,52,24.7008,1101144.7008
46557,2457947.24476,13.87,2017,7,12,17,52,27.012,1101147.012
46558,2457947.24478,13.49,2017,7,12,17,52,29.3592,1101149.3592
46559,2457947.24481,13.47,2017,7,12,17,52,31.6596,1101151.6596
46560,2457947.24484,13.51,2017,7,12,17,52,33.9924,1101153.9924
46561,2457947.24486,15.27,2017,7,12,17,52,36.2928,1101156.2928
46564,2457947.24493,14.11,2017,7,12,17,52,42.276,1101162.276
46565,2457947.24496,14.04,2017,7,12,17,52,44.58,1101164.58
46566,2457947.24499,14.26,2017,7,12,17,52,46.9056,1101166.9056
46567,2457947.24501,13.42,2017,7,12,17,52,49.2024,1101169.2024
46578,2457947.24521,13.21,2017,7,12,17,53,5.8452,1101185.8452
46589,2457947.2454,13.66,2017,7,12,17,53,22.4376,1101202.4376
46590,2457947.24543,13.44,2017,7,12,17,53,24.7488,1101204.7488
46591,2457947.24545,14.16,2017,7,12,17,53,27.042,1101207.042
46592,2457947.24548,13.94,2017,7,12,17,53,29.3568,1101209.3568
46593,2457947.24551,14.21,2017,7,12,17,53,31.6536,1101211.6536
46594,2457947.24553,14.54,2017,7,12,17,53,33.9684,1101213.9684
46595,2457947.24556,13.84,2017,7,12,17,53,36.2688,1101216.2688
46596,2457947.24559,13.36,2017,7,12,17,53,38.58,1101218.58
46597,2457947.24561,13.6,2017,7,12,17,53,40.8984,1101220.8984
46598,2457947.24564,14.19,2017,7,12,17,53,43.2132,1101223.2132
46601,2457947.24571,13.7,2017,7,12,17,53,49.2036,1101229.2036
46602,2457947.24574,13.55,2017,7,12,17,53,51.5184,1101231.5184
46613,2457947.24593,13.78,2017,7,12,17,54,8.1432,1101248.1432
46614,2457947.24595,14.05,2017,7,12,17,54,10.4436,1101250.4436
46615,2457947.24598,13.98,2017,7,12,17,54,12.762,1101252.762
46616,2457947.24601,13.87,2017,7,12,17,54,15.084,1101255.084
46617,2457947.24603,14.58,2017,7,12,17,54,17.406,1101257.406
46628,2457947.24623,13.71,2017,7,12,17,54,33.9732,1101273.9732
46629,2457947.24625,14.16,2017,7,12,17,54,36.3168,1101276.3168
46631,2457947.24631,13.47,2017,7,12,17,54,40.8852,1101280.8852
46632,2457947.24633,12.55,2017,7,12,17,54,43.1784,1101283.1784
46634,2457947.24639,12.12,2017,7,12,17,54,47.7288,1101287.7288
46645,2457947.24658,14.16,2017,7,12,17,55,4.3032,1101304.3032
46646,2457947.2466,14.55,2017,7,12,17,55,6.636,1101306.636
46647,2457947.24663,13.57,2017,7,12,17,55,8.93639999999,1101308.9364
46648,2457947.24666,13.8,2017,7,12,17,55,11.2728,1101311.2728
46649,2457947.24669,13.8,2017,7,12,17,55,13.5912,1101313.5912
46650,2457947.24671,13.72,2017,7,12,17,55,15.9276,1101315.9276
46651,2457947.24674,13.46,2017,7,12,17,55,18.2244,1101318.2244
46652,2457947.24677,10.51,2017,7,12,17,55,20.5428,1101320.5428
46653,2457947.24679,14.03,2017,7,12,17,55,22.8072,1101322.8072
46664,2457947.24698,13.48,2017,7,12,17,55,39.414,1101339.414
46665,2457947.24701,13.41,2017,7,12,17,55,41.7144,1101341.7144
46666,2457947.24704,14.4,2017,7,12,17,55,44.04,1101344.04
46667,2457947.24706,13.47,2017,7,12,17,55,46.3512,1101346.3512
46678,2457947.24726,13.31,2017,7,12,17,56,3.0192,1101363.0192
46679,2457947.24728,13.87,2017,7,12,17,56,5.3196,1101365.3196
46680,2457947.24731,12.77,2017,7,12,17,56,7.63799999999,1101367.638
46681,2457947.24734,13.9,2017,7,12,17,56,9.9384,1101369.9384
46682,2457947.24736,13.17,2017,7,12,17,56,12.2604,1101372.2604
46683,2457947.24739,13.25,2017,7,12,17,56,14.5608,1101374.5608
46684,2457947.24742,13.23,2017,7,12,17,56,16.8828,1101376.8828
46695,2457947.24761,13.13,2017,7,12,17,56,33.4932,1101393.4932
46696,2457947.24764,13.93,2017,7,12,17,56,35.8044,1101395.8044
46697,2457947.24766,13.22,2017,7,12,17,56,38.1012,1101398.1012
46698,2457947.24769,13.62,2017,7,12,17,56,40.4124,1101400.4124
46699,2457947.24772,13.6,2017,7,12,17,56,42.7524,1101402.7524
46700,2457947.24774,13.28,2017,7,12,17,56,45.0708,1101405.0708
46701,2457947.24777,13.38,2017,7,12,17,56,47.4036,1101407.4036
46702,2457947.2478,13.41,2017,7,12,17,56,49.722,1101409.722
46703,2457947.24783,12.45,2017,7,12,17,56,52.0872,1101412.0872
46704,2457947.24785,13.22,2017,7,12,17,56,54.384,1101414.384
46715,2457947.24805,13.58,2017,7,12,17,57,11.2068,1101431.2068
46726,2457947.24824,13.76,2017,7,12,17,57,27.7956,1101447.7956
46727,2457947.24827,13.51,2017,7,12,17,57,30.3048,1101450.3048
46728,2457947.24829,13.58,2017,7,12,17,57,32.6232,1101452.6232
46729,2457947.24832,13.01,2017,7,12,17,57,34.9452,1101454.9452
46730,2457947.24835,13.31,2017,7,12,17,57,37.242,1101457.242
46731,2457947.24837,13.52,2017,7,12,17,57,39.5856,1101459.5856
46732,2457947.2484,13.28,2017,7,12,17,57,41.8824,1101461.8824
46733,2457947.24843,12.86,2017,7,12,17,57,44.2044,1101464.2044
46734,2457947.24845,13.83,2017,7,12,17,57,46.5012,1101466.5012
46735,2457947.24848,12.71,2017,7,12,17,57,48.8232,1101468.8232
46738,2457947.24855,13.12,2017,7,12,17,57,54.792,1101474.792
46739,2457947.24858,13.83,2017,7,12,17,57,57.1248,1101477.1248
46740,2457947.2486,13.15,2017,7,12,17,57,59.4576,1101479.4576
46751,2457947.2488,13.48,2017,7,12,17,58,16.0212,1101496.0212
46752,2457947.24882,13.62,2017,7,12,17,58,18.354,1101498.354
46753,2457947.24885,14.14,2017,7,12,17,58,20.6508,1101500.6508
46764,2457947.24904,13.88,2017,7,12,17,58,37.29,1101517.29
46765,2457947.24907,13.63,2017,7,12,17,58,39.5904,1101519.5904
46766,2457947.2491,14.02,2017,7,12,17,58,41.916,1101521.916
46767,2457947.24912,14.08,2017,7,12,17,58,44.22,1101524.22
46768,2457947.24915,13.62,2017,7,12,17,58,46.5456,1101526.5456
46769,2457947.24918,13.34,2017,7,12,17,58,48.8568,1101528.8568
46770,2457947.2492,14.0,2017,7,12,17,58,51.1824,1101531.1824
46771,2457947.24923,13.21,2017,7,12,17,58,53.4792,1101533.4792
46772,2457947.24926,13.05,2017,7,12,17,58,55.8012,1101535.8012
46783,2457947.24945,13.1,2017,7,12,17,59,12.4224,1101552.4224
46784,2457947.24948,13.11,2017,7,12,17,59,14.7444,1101554.7444
46785,2457947.2495,13.37,2017,7,12,17,59,17.052,1101557.052
46786,2457947.24953,13.6,2017,7,12,17,59,19.374,1101559.374
46797,2457947.24972,13.83,2017,7,12,17,59,35.934,1101575.934
46798,2457947.24975,13.73,2017,7,12,17,59,38.2488,1101578.2488
46799,2457947.24977,13.02,2017,7,12,17,59,40.5384,1101580.5384
46800,2457947.2498,13.73,2017,7,12,17,59,42.8532,1101582.8532
46801,2457947.24983,13.3,2017,7,12,17,59,45.1644,1101585.1644
46802,2457947.24986,12.92,2017,7,12,17,59,47.4756,1101587.4756
46803,2457947.24988,12.83,2017,7,12,17,59,49.7688,1101589.7688
46804,2457947.24991,13.81,2017,7,12,17,59,52.0836,1101592.0836
46805,2457947.24994,13.67,2017,7,12,17,59,54.4236,1101594.4236
46806,2457947.24996,13.69,2017,7,12,17,59,56.7204,1101596.7204
46809,2457947.25003,13.44,2017,7,12,18,0,2.77200000001,1101602.772
46820,2457947.25022,14.24,2017,7,12,18,0,19.3644,1101619.3644
46821,2457947.25025,13.71,2017,7,12,18,0,21.6864,1101621.6864
46832,2457947.25044,14.73,2017,7,12,18,0,38.3076,1101638.3076
46833,2457947.25047,13.88,2017,7,12,18,0,40.6224,1101640.6224
46834,2457947.2505,13.98,2017,7,12,18,0,42.9192,1101642.9192
46835,2457947.25052,14.1,2017,7,12,18,0,45.2376,1101645.2376
46836,2457947.25055,13.28,2017,7,12,18,0,47.5344,1101647.5344
46837,2457947.25058,13.42,2017,7,12,18,0,49.8492,1101649.8492
46838,2457947.2506,14.14,2017,7,12,18,0,52.146,1101652.146
46839,2457947.25063,14.15,2017,7,12,18,0,54.4572,1101654.4572
46840,2457947.25066,13.32,2017,7,12,18,0,56.7576,1101656.7576
46841,2457947.25068,13.67,2017,7,12,18,0,59.0688,1101659.0688
46844,2457947.25075,13.38,2017,7,12,18,1,5.20319999999,1101665.2032
46845,2457947.25078,14.08,2017,7,12,18,1,7.50360000001,1101667.5036
46846,2457947.25081,13.38,2017,7,12,18,1,9.8256,1101669.8256
46847,2457947.25084,13.16,2017,7,12,18,1,12.1476,1101672.1476
46848,2457947.25086,13.36,2017,7,12,18,1,14.4696,1101674.4696
46859,2457947.25105,14.02,2017,7,12,18,1,31.0692,1101691.0692
46870,2457947.25125,13.45,2017,7,12,18,1,47.6724,1101707.6724
46871,2457947.25127,13.13,2017,7,12,18,1,49.9656,1101709.9656
46872,2457947.2513,13.93,2017,7,12,18,1,52.2804,1101712.2804
46873,2457947.25133,13.31,2017,7,12,18,1,54.5808,1101714.5808
46874,2457947.25135,14.0,2017,7,12,18,1,56.8992,1101716.8992
46875,2457947.25138,14.16,2017,7,12,18,1,59.1924,1101719.1924
46886,2457947.25157,14.26,2017,7,12,18,2,15.8064,1101735.8064
46887,2457947.2516,14.06,2017,7,12,18,2,18.1356,1101738.1356
46888,2457947.25163,13.58,2017,7,12,18,2,20.436,1101740.436
46889,2457947.25165,14.39,2017,7,12,18,2,22.776,1101742.776
46890,2457947.25168,13.75,2017,7,12,18,2,25.0764,1101745.0764
46891,2457947.25171,14.16,2017,7,12,18,2,27.4092,1101747.4092
46892,2457947.25173,12.73,2017,7,12,18,2,29.7132,1101749.7132
46893,2457947.25176,13.4,2017,7,12,18,2,32.0424,1101752.0424
46894,2457947.25179,13.67,2017,7,12,18,2,34.3428,1101754.3428
46895,2457947.25181,13.99,2017,7,12,18,2,36.672,1101756.672
46898,2457947.25188,13.56,2017,7,12,18,2,42.6156,1101762.6156
46899,2457947.25191,14.51,2017,7,12,18,2,44.9412,1101764.9412
46900,2457947.25194,13.66,2017,7,12,18,2,47.2416,1101767.2416
46911,2457947.25213,13.84,2017,7,12,18,3,4.0248,1101784.0248
46922,2457947.25232,13.87,2017,7,12,18,3,20.5992,1101800.5992
46923,2457947.25235,13.52,2017,7,12,18,3,22.896,1101802.896
46924,2457947.25238,13.46,2017,7,12,18,3,25.2288,1101805.2288
46925,2457947.2524,13.73,2017,7,12,18,3,27.5256,1101807.5256
46926,2457947.25243,13.87,2017,7,12,18,3,29.862,1101809.862
46927,2457947.25246,13.73,2017,7,12,18,3,32.1804,1101812.1804
46928,2457947.25248,13.68,2017,7,12,18,3,34.5096,1101814.5096
46929,2457947.25251,13.25,2017,7,12,18,3,36.8208,1101816.8208
46930,2457947.25254,13.61,2017,7,12,18,3,39.15,1101819.15
46931,2457947.25256,13.69,2017,7,12,18,3,41.4504,1101821.4504
46934,2457947.25263,13.91,2017,7,12,18,3,47.4264,1101827.4264
46935,2457947.25266,14.3,2017,7,12,18,3,49.7484,1101829.7484
46936,2457947.25269,13.65,2017,7,12,18,3,52.0668,1101832.0668
46947,2457947.25288,14.51,2017,7,12,18,4,8.63399999999,1101848.634
